Rh_8_5_int5.xyz -9.93
Rh_8_6_int5.xyz -17.08
Rh_8_7_int5.xyz 10.82
Rh_8_8_int5.xyz -17.83
Rh_8_9_int5.xyz -11.11
Rh_8_10_int5.xyz -16.85
Rh_8_11_int5.xyz -16.80
Rh_8_12_int5.xyz -18.35
Rh_8_13_int5.xyz -6.17
Rh_8_14_int5.xyz -19.33
Rh_8_15_int5.xyz -4.43
Rh_8_16_int5.xyz -14.06
Rh_8_17_int5.xyz -19.65
Rh_8_18_int5.xyz -17.75
Rh_8_19_int5.xyz -16.39
Rh_8_20_int5.xyz -17.88
Rh_8_21_int5.xyz -13.80
Rh_8_22_int5.xyz -14.18
Rh_9_0_int5.xyz -16.24
Rh_9_1_int5.xyz -14.62
Rh_9_2_int5.xyz -7.01
Rh_9_3_int5.xyz -5.36
Rh_9_4_int5.xyz -16.26
Rh_9_5_int5.xyz -14.48
Rh_9_6_int5.xyz -17.63
Rh_9_8_int5.xyz -18.77
Rh_9_9_int5.xyz -14.81
Rh_9_10_int5.xyz -13.58
Rh_9_11_int5.xyz -19.73
Rh_9_12_int5.xyz -17.32
Rh_9_13_int5.xyz -11.46
Rh_9_14_int5.xyz -18.95
Rh_9_15_int5.xyz -13.46
Rh_9_16_int5.xyz -14.40
Rh_9_17_int5.xyz -18.78
Rh_9_18_int5.xyz -12.71
Rh_9_19_int5.xyz -11.23
Rh_9_20_int5.xyz -13.42
Rh_9_21_int5.xyz -7.86
Rh_9_22_int5.xyz -5.64
Rh_10_0_int5.xyz -16.16
Rh_10_1_int5.xyz -16.95
Rh_10_2_int5.xyz -7.89
Rh_10_3_int5.xyz 0.64
Rh_10_4_int5.xyz -18.22
Rh_10_5_int5.xyz -13.95
Rh_10_6_int5.xyz -13.96
Rh_10_8_int5.xyz -16.59
Rh_10_9_int5.xyz -16.83
Rh_10_10_int5.xyz -17.66
Rh_10_11_int5.xyz -18.01
Rh_10_12_int5.xyz -17.51
Rh_10_13_int5.xyz -5.16
Rh_10_14_int5.xyz -19.25
Rh_10_15_int5.xyz -2.44
Rh_10_16_int5.xyz -7.86
Rh_10_17_int5.xyz -16.76
Rh_10_18_int5.xyz -16.62
Rh_10_19_int5.xyz -18.12
Rh_10_20_int5.xyz -12.40
Rh_10_21_int5.xyz -9.21
Rh_10_22_int5.xyz -6.26
Rh_11_0_int5.xyz -18.74
Rh_11_1_int5.xyz -13.83
Rh_11_2_int5.xyz -3.98
Rh_11_3_int5.xyz -9.83
Rh_11_4_int5.xyz -20.70
Rh_11_5_int5.xyz -12.94
Rh_11_6_int5.xyz -17.34
Rh_11_7_int5.xyz 8.89
Rh_11_8_int5.xyz -18.21
Rh_11_9_int5.xyz -18.01
Rh_11_10_int5.xyz -12.89
Rh_11_11_int5.xyz -19.37
Rh_11_12_int5.xyz -14.00
Rh_11_13_int5.xyz -6.49
Rh_11_14_int5.xyz -18.26
Rh_11_15_int5.xyz -7.15
Rh_11_16_int5.xyz -17.24
Rh_11_17_int5.xyz -16.85
Rh_11_18_int5.xyz -12.01
Rh_11_19_int5.xyz -12.81
Rh_11_20_int5.xyz -14.88
